t_index   term                     df
5950      lar                        3
5951      lara                       5
5952      lard                       1
5953      larg                       115
5954      larger                     33
5955      largess                    1
5956      largest                    83
5957      laron                      1
5958      larri                      34
5959      larson                     3
5960      lasal                      1
5961      laser                      2
5962      lash                       5
5963      last                       507
5964      latch                      2
5965      late                       160
5966      latecom                    2
5967      latent                     2
5968      later                      193
5969      latest                     60
5970      latham                     3
5971      latifah                    1
5972      latin                      18
5973      latter                     2
5974      laud                       4
5975      lauderdal                  2
5976      laugh                      6
5977      laughter                   2
5978      launch                     51
5979      launder                    28
5980      laundri                    1
5981      laura                      4
5982      lauran                     1
5983      laurent                    29
5984      lauri                      1
5985      lautenberg                 6
5986      laver                      11
5987      lavish                     2
5988      lavishli                   1
5989      law                        133
5990      lawless                    6
5991      lawmak                     41
5992      lawn                       5
5993      lawrenc                    10
5994      lawsuit                    2
5995      lawton                     3
5996      lawyer                     72
5997      lax                        7
5998      laxiti                     2
5999      laxman                     3
6000      lay                        24
6001      layer                      5
6002      layoff                     2
6003      layov                      3
6004      lazarevac                  1
6005      lazi                       1
6006      lazili                     1
6007      lazio                      15
6008      lazo                       1
6009      lead                       179
6010      leadem                     1
6011      leader                     301
6012      leadership                 34
6013      leagu                      4
6014      leak                       15
6015      lean                       13
6016      leap                       5
6017      learn                      59
6018      learnt                     2
6019      leas                       1
6020      least                      209
6021      leather                    4
6022      leav                       195
6023      leavenworth                2
6024      leavitt                    1
6025      lebanes                    3
6026      lebanon                    12
6027      lectur                     2
6028      led                        124
6029      lee                        13
6030      leech                      4
6031      lefortovo                  14
6032      lefrotovo                  1
6033      left                       249
6034      leftist                    20
6035      leftov                     4
6036      leg                        39
6037      legaci                     12
6038      legal                      67
6039      legend                     5
6040      legendari                  2
6041      legion                     1
6042      legisl                     36
6043      legislatur                 19
6044      legitim                    12
6045      legitimaci                 11
6046      lehan                      1
6047      lehrer                     3
6048      leicest                    1
6049      leidig                     1
6050      lend                       11
6051      lender                     2
6052      lendl                      1
6053      length                     8
6054      lengthi                    9
6055      lenienc                    4
6056      lenient                    1
6057      leningradski               2
6058      lennard                    1
6059      lent                       1
6060      leon                       5
6061      leonard                    12
6062      leposava                   1
6063      leprinc                    1
6064      lesbian                    1
6065      lesion                     1
6066      lesley                     1
6067      lesli                      2
6068      less                       95
6069      lessen                     1
6070      lesser                     4
6071      lesson                     14
6072      lest                       1
6073      let                        116
6074      letdown                    1
6075      lethal                     2
6076      letter                     77
6077      letup                      1
6078      leve                       1
6079      level                      106
6080      lever                      3
6081      leverag                    2
6082      lewi                       1
6083      lewinski                   3
6084      lexington                  4
6085      liabil                     1
6086      liar                       5
6087      libbi                      2
6088      liber                      29
6089      liberia                    3
6090      liberti                    8
6091      libido                     1
6092      librari                    3
6093      libya                      3
6094      libyan                     3
6095      licens                     19
6096      lid                        1
6097      lida                       1
6098      lie                        45
6099      lieberman                  27
6100      lien                       1
6101      lieuten                    15
6102      life                       134
6103      lifeless                   1
6104      lifelong                   1
6105      lifestyl                   2
6106      lifetim                    4
6107      lift                       90
6108      light                      46
6109      lightbulb                  1
6110      lighter                    2
6111      lightheartedli             2
6112      lightli                    4
6113      lightn                     4
6114      like                       348
6115      likelihood                 3
6116      liken                      1
6117      likin                      2
6118      lilic                      1
6119      lima                       33
6120      limb                       12
6121      lime                       4
6122      limit                      38
6123      limousin                   10
6124      limp                       5
6125      limpli                     1
6126      lincoln                    7
6127      linda                      7
6128      lindenhurt                 2
6129      lindi                      1
6130      lindsay                    41
6131      lindsey                    2
6132      line                       158
6133      lineman                    1
6134      liner                      2
6135      lineup                     4
6136      linger                     16
6137      linguist                   1
6138      link                       84
6139      lion                       1
6140      lionel                     1
6141      lioniz                     1
6142      lip                        2
6143      lipent                     1
6144      lippin                     1
6145      lippold                    18
6146      liquid                     2
6147      lir                        1
6148      lisa                       17
6149      lisnard                    2
6150      list                       97
6151      listen                     28
6152      lister                     1
6153      lists                      1
6154      lit                        7
6155      liter                      12
6156      literaci                   1
6157      literatur                  2
6158      lith                       1
6159      liton                      1
6160      litter                     3
6161      littl                      162
6162      litton                     6
6163      littor                     1
6164      liturgi                    1
6165      liv                        1
6166      live                       218
6167      liveliest                  1
6168      liver                      1
6169      llagostera                 3
6170      lleyton                    7
6171      llosa                      3
6172      lloyd                      3
6173      lo                         15
6174      load                       50
6175      loader                     5
6176      loan                       22
6177      loayza                     2
6178      lob                        8
6179      lobbi                      7
6180      lobbyist                   1
6181      lobito                     2
6182      local                      100
6183      locani                     2
6184      locat                      49
6185      lock                       19
6186      locker                     1
6187      lockerbi                   2
6188      lockup                     1
6189      locu                       1
6190      lodg                       1
6191      loft                       2
6192      lofti                      2
6193      loftiest                   1
6194      log                        6
6195      logic                      5
6196      logist                     12
6197      logvinovich                1
6198      lohna                      1
6199      loi                        1
6200      loit                       1
6201      london                     33
6202      lone                       8
6203      long                       236
6204      longer                     65
6205      longest                    6
6206      longev                     1
6207      longshot                   1
6208      longstand                  4
6209      longtim                    26
6210      look                       221
6211      lookout                    3
6212      loom                       7
6213      loop                       1
6214      loophol                    2
6215      loos                       24
6216      loosen                     7
6217      looser                     2
6218      loot                       11
6219      lopez                      6
6220      lopsid                     4
6221      loran                      6
6222      lord                       6
6223      lore                       1
6224      lorensen                   1
6225      lorenzo                    6
6226      lori                       1
6227      loron                      2
6228      lorri                      1
6229      lose                       79
6230      loser                      7
6231      loss                       62
6232      lost                       150
6233      lot                        132
6234      lott                       6
6235      lotteri                    1
6236      lou                        1
6237      loud                       13
6238      loudli                     1
6239      loudspeak                  9
6240      loug                       1
6241      loui                       65
6242      louisiana                  6
6243      louisvil                   4
6244      lourd                      1
6245      lousi                      3
6246      love                       50
6247      low                        57
6248      lowel                      3
6249      lower                      26
6250      lowest                     5
6251      loyal                      16
6252      loyalist                   17
6253      loyalti                    8
6254      lsd                        1
6255      ltd                        2
6256      lubbock                    1
6257      luci                       1
6258      lucia                      2
6259      luciano                    1
6260      lucio                      2
6261      luck                       4
6262      lucki                      20
6263      luckier                    1
6264      luckiest                   3
6265      lucr                       2
6266      ludwig                     1
6267      lugar                      3
6268      luggag                     1
6269      lui                        8
6270      lukin                      1
6271      lumber                     3
6272      lumberjack                 1
6273      luna                       1
6274      lunch                      12
6275      luncheon                   3
6276      lunchtim                   2
6277      lung                       9
6278      luong                      6
6279      lurid                      1
6280      lurin                      1
6281      lush                       1
6282      lust                       1
6283      luther                     2
6284      lutheran                   1
6285      luxembourg                 3
6286      luxor                      2
6287      luxuri                     5
6288      lvador                     1
6289      lwr                        1
6290      lyhoog                     1
6291      lynch                      2
6292      lyndon                     8
6293      lynn                       2
6294      lyon                       1
6295      lyric                      3
6296      mac                        4
6297      macarthur                  1
6298      macdonald                  4
6299      maceda                     11
6300      macedonia                  2
6301      machaca                    3
6302      machet                     6
6303      machin                     23
6304      machineri                  4
6305      machinist                  1
6306      mack                       8
6307      macon                      1
6308      mad                        4
6309      madden                     1
6310      maddock                    1
6311      made                       296
6312      madelein                   42
6313      madelin                    4
6314      madinat                    1
6315      madison                    3
6316      madix                      1
6317      madra                      4
6318      madrassah                  1
6319      madrid                     14
6320      maelstrom                  1
6321      mafia                      3
6322      magana                     6
6323      maganbhai                  4
6324      magazin                    13
6325      mager                      1
6326      maggi                      1
6327      magic                      2
6328      magistr                    3
6329      magnanim                   3
6330      magnat                     3
6331      magnet                     1
6332      magnifi                    4
6333      magnific                   1
6334      magnitogorsk               2
6335      magnitud                   59
6336      magnu                      14
6337      magnum                     4
6338      mahajan                    2
6339      mahatma                    1
6340      mahesh                     1
6341      mahmood                    1
6342      mahmoud                    1
6343      mahogani                   1
6344      mahopac                    1
6345      mahur                      3
6346      maiden                     1
6347      mail                       22
6348      maim                       3
6349      main                       122
6350      mainagashev                1
6351      mainland                   1
6352      mainli                     17
6353      mainstay                   1
6354      maintain                   48
6355      mainten                    19
6356      mainupl                    1
6357      maj                        5
6358      majdanpek                  1
6359      majoli                     6
6360      major                      198
6361      make                       275
6362      maker                      8
6363      makeshift                  16
6364      maketa                     1
6365      makeup                     1
6366      malaysia                   4
6367      malaysian                  3
6368      malca                      1
6369      malcolm                    2
6370      male                       2
6371      malevol                    4
6372      malfunct                   13
6373      malhotra                   1
6374      mali                       3
6375      malic                      2
6376      maliss                     1
6377      malivai                    1
6378      mall                       5
6379      malnourish                 1
6380      malnutrit                  1
6381      malon                      1
6382      maloney                    2
6383      mama                       1
6384      mamad                      2
6385      mamansk                    1
6386      mammoth                    2
6387      man                        210
6388      manag                      88
6389      manama                     4
6390      mananga                    1
6391      manannikova                1
6392      manau                      1
6393      manchest                   1
6394      mandat                     9
6395      mandatori                  7
6396      mandela                    1
6397      maneuv                     27
6398      mangal                     1
6399      mangl                      12
6400      mangu                      1
6401      manhattan                  10
6402      manhunt                    27
6403      mani                       345
6404      mania                      3
6405      manifest                   1
6406      manifold                   1
6407      manind                     1
6408      manipul                    27
6409      mann                       4
6410      manner                     15
6411      manorama                   1
6412      mansfield                  1
6413      mansi                      1
6414      mansion                    21
6415      mansoob                    1
6416      mansoon                    1
6417      mantra                     4
6418      manual                     2
6419      manuel                     5
6420      manufactur                 12
6421      maoist                     2
6422      map                        8
6423      maquiladora                1
6424      mar                        20
6425      maradiaga                  1
6426      maraniss                   1
6427      marat                      27
6428      marathon                   6
6429      marbella                   1
6430      marbl                      3
6431      marburi                    1
6432      marc                       23
6433      marcela                    1
6434      marcelo                    2
6435      march                      59
6436      marchenko                  1
6437      marcher                    6
6438      marci                      1
6439      marco                      7
6440      marg                       1
6441      margaret                   4
6442      margin                     26
6443      margolin                   2
6444      mari                       27
6445      maria                      13
6446      mariam                     1
6447      mariana                    2
6448      mariano                    1
6449      marietta                   3
6450      marija                     1
6451      marijuana                  5
6452      marilyn                    4
6453      marin                      39
6454      mario                      9
6455      marit                      2
6456      maritim                    17
6457      marjanov                   2
6458      mark                       85
6459      market                     33
6460      marketplac                 2
6461      marko                      11
6462      markov                     10
6463      marlborough                2
6464      marlen                     2
6465      marlin                     15
6466      marlton                    1
6467      marmian                    1
6468      maroon                     1
6469      marquez                    15
6470      marrero                    2
6471      marri                      7
6472      marriag                    5
6473      marroquin                  1
6474      marrow                     1
6475      marsha                     1
6476      marshal                    12
6477      marshallfor                1
6478      marshallreport             1
6479      mart                       1
6480      marta                      2
6481      martha                     2
6482      marti                      1
6483      martial                    1
6484      martin                     20
6485      martina                    40
6486      martinez                   8
6487      martyr                     3
6488      martz                      1
6489      marv                       1
6490      marvel                     2
6491      marxist                    11
6492      maryland                   3
6493      masia                      1
6494      mask                       5
6495      mason                      3
6496      masonri                    11
6497      masquerad                  1
6498      masri                      2
6499      mass                       41
6500      massachusett               5
6501      massacr                    6
6502      masseus                    1
6503      massi                      2
6504      massif                     1
6505      massiv                     65
6506      mast                       1
6507      master                     10
6508      masteri                    1
6509      mastermind                 33
6510      mat                        1
6511      match                      70
6512      matchup                    6
6513      mate                       18
6514      materi                     42
6515      math                       1
6516      mathemat                   3
6517      mathewson                  2
6518      mathieu                    1
6519      matic                      4
6520      matt                       1
6521      matter                     77
6522      matthew                    8
6523      mattingli                  1
6524      mattress                   5
6525      matur                      2
6526      mauresmo                   6
6527      mauricio                   1
6528      mauritania                 4
6529      mauro                      1
6530      mausoleum                  3
6531      max                        1
6532      maxim                      2
6533      maximalist                 1
6534      maximum                    34
6535      may                        268
6536      mayb                       39
6537      mayhem                     3
6538      mayor                      30
6539      maze                       2
6540      mbeki                      3
6541      mcalest                    3
6542      mcarthur                   1
6543      mcauliff                   4
6544      mcavoy                     1
6545      mccain                     5
6546      mccarthi                   2
6547      mcclean                    1
6548      mcclure                    1
6549      mccollum                   7
6550      mccomb                     1
6551      mcconnel                   1
6552      mcdaniel                   1
6553      mcdonald                   2
6554      mcdoogl                    3
6555      mcdougal                   12
6556      mcduff                     1
6557      mcduge                     1
6558      mcenro                     2
6559      mcgwire                    2
6560      mci                        1
6561      mcintosh                   1
6562      mcnamara                   1
6563      mcveigh                    1
6564      meager                     2
6565      meal                       6
6566      mean                       99
6567      meaning                    2
6568      meant                      22
6569      meantim                    14
6570      meanwhil                   74
6571      measur                     69
6572      meat                       3
6573      mecca                      2
6574      mechan                     10
6575      mechanicsvil               3
6576      medal                      10
6577      medalist                   5
6578      media                      68
6579      mediat                     17
6580      medic                      92
6581      medicar                    13
6582      medicin                    18
6583      medina                     5
6584      medinat                    2
6585      mediterranean              6
6586      medium                     6
6587      meena                      1
6588      meet                       171
6589      megaphon                   1
6590      megawatt                   2
6591      meghann                    3
6592      megrahi                    1
6593      meguid                     1
6594      mehta                      3
6595      mei                        1
6596      mel                        67
6597      mela                       3
6598      melancholi                 1
6599      melbourn                   28
6600      mele                       7
6601      melissa                    7
6602      mell                       1
6603      mellman                    1
6604      melros                     1
6605      melt                       3
6606      melvin                     4
6607      member                     205
6608      membership                 4
6609      memento                    1
6610      memo                       5
6611      memoir                     1
6612      memor                      4
6613      memorandum                 1
6614      memori                     58
6615      memphi                     1
6616      men                        217
6617      menac                      1
6618      mend                       3
6619      menet                      1
6620      mengistu                   1
6621      mensch                     1
6622      mental                     15
6623      mention                    37
6624      mentor                     1
6625      menu                       2
6626      mer                        1
6627      merced                     3
6628      merchant                   6
6629      merci                      6
6630      merciless                  1
6631      mere                       17
6632      merg                       3
6633      merger                     2
6634      meri                       2
6635      merianov                   1
6636      merit                      13
6637      merlin                     1
6638      mermonsk                   1
6639      mermosk                    1
6640      mern                       1
6641      merri                      2
6642      mershon                    8
6643      mesh                       2
6644      mesmer                     1
6645      mess                       17
6646      messag                     44
6647      messeng                    1
6648      met                        81
6649      metal                      32
6650      metallurg                  2
6651      metaphor                   3
6652      meteorolog                 6
6653      meteorologist              3
6654      meter                      2
6655      method                     15
6656      methodist                  2
6657      methodolog                 1
6658      methyl                     1
6659      meticul                    4
6660      metropolitan               1
6661      mexican                    4
6662      mexico                     34
6663      mia                        12
6664      miami                      14
6665      miand                      1
6666      micandinov                 1
6667      mich                       9
6668      michael                    45
6669      michal                     3
6670      michel                     4
6671      michella                   1
6672      michigan                   18
6673      mickelson                  3
6674      mickli                     1
6675      microphon                  2
6676      microscop                  2
6677      micunov                    1
6678      mid                        35
6679      midafternoon               1
6680      midday                     11
6681      middl                      133
6682      mideast                    25
6683      midhar                     2
6684      midnight                   19
6685      midpoint                   1
6686      midsect                    3
6687      midst                      7
6688      midstream                  1
6689      midway                     2
6690      midweek                    1
6691      midwest                    3
6692      midwestern                 1
6693      mif                        1
6694      mift                       1
6695      mig                        1
6696      might                      173
6697      mighti                     3
6698      migrant                    2
6699      migrat                     5
6700      miguel                     11
6701      mihailova                  1
6702      mihajlov                   3
6703      mihdar                     3
6704      miiltari                   1
6705      mik                        1
6706      mike                       22
6707      mikhail                    8
6708      mikhailov                  1
6709      mikilo                     1
6710      miklaszeski                1
6711      miklaszewski               14
6712      miklaszweski               1
6713      mil                        19
6714      milagro                    2
6715      milan                      10
6716      milanko                    1
6717      milanov                    2
6718      mild                       7
6719      mildli                     1
6720      mildr                      1
6721      mile                       138
6722      mileston                   2
6723      milica                     2
6724      milit                      38
6725      militantli                 2
6726      militar                    3
6727      militari                   282
6728      militarili                 8
6729      militia                    2
6730      militiamen                 1
6731      milivoj                    1
6732      milivojev                  1
6733      milk                       1
6734      milken                     17
6735      mill                       4
6736      millenni                   1
6737      millennium                 4
6738      miller                     6
6739      millimet                   2
6740      million                    192
6741      millionair                 15
6742      milo                       3
6743      milosev                    134
6744      milosov                    1
6745      milovan                    2
6746      milroy                     1
6747      milutin                    4
6748      milutinov                  9
6749      milwauke                   6
6750      min                        1
6751      minaret                    2
6752      minc                       1
6753      mind                       38
6754      minder                     1
6755      mindset                    1
6756      mine                       47
6757      minefield                  1
6758      miner                      20
6759      minesweep                  1
6760      ming                       1
6761      mingl                      3
6762      minh                       24
6763      miniatur                   1
6764      minim                      3
6765      minimum                    13
6766      minist                     171
6767      ministri                   35
6768      minivan                    1
6769      minn                       3
6770      minneapoli                 2
6771      minner                     1
6772      minnesota                  12
6773      minnesotan                 1
6774      minor                      39
6775      mint                       1
6776      minu                       6
6777      minut                      114
6778      mira                       3
6779      miracl                     10
6780      miracul                    7
6781      miranda                    3
6782      mirco                      1
6783      miriam                     1
6784      mirjana                    9
6785      mirko                      2
6786      miroljub                   1
6787      miroslav                   2
6788      miroslava                  2
6789      mirror                     3
6790      misappli                   2
6791      miscalcul                  1
6792      misconduct                 1
6793      misconstru                 1
6794      miscu                      1
6795      misde                      2
6796      misdemeanor                8
6797      miser                      4
6798      miseri                     1
6799      misfir                     3
6800      misfortun                  1
6801      misguid                    1
6802      misha                      2
6803      mishandl                   6
6804      mishap                     1
6805      mishra                     1
6806      misinform                  2
6807      misl                       2
6808      mislead                    1
6809      mismanag                   3
6810      mismatch                   4
6811      misnom                     1
6812      mispronounc                1
6813      misrepres                  1
6814      misrepresent               1
6815      misri                      1
6816      miss                       154
6817      missil                     55
6818      mission                    55
6819      missionari                 3
6820      mississippi                13
6821      missouri                   67
6822      missourian                 6
6823      misspel                    1
6824      misstat                    3
6825      misstep                    2
6826      mistak                     32
6827      mistaken                   3
6828      mistreat                   4
6829      mistress                   6
6830      mistrust                   1
6831      misunderstand              3
6832      misunderstood              4
6833      misus                      2
6834      mitch                      5
6835      mitchel                    7
6836      mitic                      2
6837      mitig                      5
6838      mitra                      1
6839      mitrovica                  1
6840      mittman                    1
6841      mix                        26
6842      mixtur                     3
6843      mladic                     2
6844      mladjan                    3
6845      moammar                    1
6846      moan                       1
6847      mob                        27
6848      mobil                      17
6849      mock                       5
6850      mockeri                    1
6851      mode                       4
6852      model                      12
6853      moder                      29
6854      modern                     24
6855      modest                     7
6856      modifi                     6
6857      mofrt                      1
6858      mogul                      5
6859      moham                      24
6860      mohammad                   1
6861      mohm                       1
6862      mohsen                     3
6863      moin                       1
6864      molass                     1
6865      mold                       1
6866      mole                       1
6867      molest                     1
6868      molotov                    1
6869      mom                        5
6870      momcilo                    1
6871      moment                     110
6872      moments                    1
6873      momentum                   12
6874      momir                      5
6875      mommi                      1
6876      mona                       1
6877      monarch                    1
6878      monarchi                   1
6879      monasteri                  1
6880      monday                     207
6881      monetari                   13
6882      money                      115
6883      mong                       1
6884      monger                     2
6885      monica                     32
6886      moniqu                     1
6887      monitor                    15
6888      monopol                    1
6889      monoxid                    2
6890      monsignor                  1
6891      mont                       1
6892      montana                    9
6893      montecino                  5
6894      montelo                    1
6895      montenegrin                7
6896      montenegro                 23
6897      montesino                  41
6898      montesseno                 1
6899      montgomeri                 2
6900      month                      271
6901      monthli                    1
6902      monthlong                  1
6903      monticello                 1
6904      montonegro                 1
6905      montono                    1
6906      montoursvil                1
6907      monument                   3
6908      moo                        1
6909      mood                       19
6910      moolgd                     1
6911      moon                       1
6912      mooney                     1
6913      mooni                      1
6914      moor                       35
6915      moorin                     1
6916      moot                       1
6917      mope                       1
6918      moral                      38
6919      morali                     1
6920      morariu                    4
6921      moratorium                 5
6922      moreno                     8
6923      moreov                     2
6924      moresmo                    1
6925      morgan                     1
6926      morgu                      8
6927      mori                       5
6928      morison                    1
6929      mork                       1
6930      morn                       139
6931      moroccan                   1
6932      morocco                    8
6933      moros                      1
6934      morph                      1
6935      morrano                    1
6936      morri                      2
6937      morrisvil                  2
6938      mortal                     2
6939      mortar                     4
6940      mortem                     2
6941      morton                     3
6942      moscow                     79
6943      mosqu                      14
6944      mosquito                   1
6945      mossad                     1
6946      mostli                     45
6947      motahar                    1
6948      motel                      9
6949      moth                       1
6950      mother                     64
6951      motherland                 1
6952      motherless                 1
6953      motion                     11
6954      motiv                      19
6955      motley                     1
6956      motor                      19
6957      motorbik                   1
6958      motorcad                   11
6959      motorcycl                  6
6960      motorist                   1
6961      motsak                     4
6962      motto                      2
6963      mound                      11
6964      mount                      39
6965      mountain                   37
6966      mountainsid                6
6967      mountaintop                1
6968      mourn                      21
6969      mourner                    12
6970      mourton                    1
6971      mouth                      4
6972      mouthpiec                  3
6973      move                       212
6974      movement                   37
6975      mover                      5
6976      movi                       10
6977      mow                        2
6978      moya                       10
6979      moynihan                   5
6980      moyo                       1
6981      mozambiqu                  2
6982      mph                        16
6983      mr                         27
6984      mra                        2
6985      mrclinton                  1
6986      msnbc                      5
6987      mtv                        1
6988      mubarak                    6
6989      much                       252
6990      mud                        24
6991      muddi                      4
6992      muddl                      3
6993      mudslid                    5
6994      mueller                    5
6995      muezzin                    1
6996      muffl                      3
6997      mug                        2
6998      mugab                      1
6999      muhajiroun                 3
7000      muham                      1
7001      muhammad                   7
7002      mujahedeen                 1
7003      mujahedin                  1
7004      mujahid                    1
7005      mull                       3
7006      mullah                     1
7007      mulligan                   1
7008      mullin                     9
7009      mulshankar                 3
7010      multi                      1
7011      multifacet                 2
7012      multilingu                 1
7013      multimillion               2
7014      multimillionair            3
7015      multin                     4
7016      multiparti                 2
7017      multipl                    11
7018      multipli                   1
7019      multistori                 7
7020      multitud                   2
7021      mum                        2
7022      mumbai                     1
7023      munchak                    1
7024      mundan                     2
7025      munich                     1
7026      municip                    17
7027      munit                      3
7028      muprhi                     1
7029      muqbel                     1
7030      murder                     52
7031      murdoch                    1
7032      murk                       1
7033      murki                      3
7034      murmansk                   5
7035      murmosk                    1
7036      murousi                    1
7037      murphi                     21
7038      murray                     2
7039      murtza                     1
7040      musawah                    3
7041      muscl                      4
7042      muscular                   1
7043      muse                       1
7044      museum                     7
7045      musharraf                  4
7046      music                      13
7047      musician                   2
7048      muslim                     59
7049      must                       123
7050      mustach                    2
7051      muster                     1
7052      mustn                      3
7053      mute                       9
7054      mutil                      2
7055      mutin                      1
7056      mutini                     7
7057      muttawakil                 1
7058      mutter                     1
7059      mutual                     1
7060      myakka                     1
7061      myasthenia                 1
7062      mydan                      1
7063      myer                       4
7064      myong                      2
7065      mysteri                    17
7066      mystiqu                    1
7067      myth                       2
7068      mythic                     1
7069      naacp                      1
7070      nab                        2
7071      nabil                      1
7072      nachtig                    4
7073      nacion                     1
7074      nadejda                    1
7075      nader                      12
7076      naderi                     2
7077      nadia                      1
7078      nadler                     1
7079      nadu                       1
7080      nagel                      1
7081      nagl                       1
7082      nagyova                    3
7083      nahdi                      1
7084      nai                        1
7085      nail                       3
7086      naina                      5
7087      nainabehn                  1
7088      nairobi                    6
7089      nairri                     1
7090      naiv                       1
7091      naji                       1
7092      najjar                     1
7093      nake                       2
7094      nam                        4
7095      namast                     1
