t_index   term                     df
5571      gejdenson                  4
5572      gelu                       1
5573      gen                        77
5574      gendarm                    2
5575      gene                       2
5576      gener                      222
5577      general-secretari          1
5578      generos                    2
5579      genex                      1
5580      genocid                    4
5581      genom                      1
5582      genrikh                    1
5583      gentl                      1
5584      gentleman                  1
5585      gentlemen                  1
5586      gentli                     6
5587      genuin                     5
5588      geo                        5
5589      geoff                      1
5590      geofferi                   1
5591      geoffrey                   3
5592      geographi                  1
5593      geolog                     11
5594      geologist                  2
5595      geopolit                   1
5596      georg                      117
5597      georgetown                 1
5598      georgi                     1
5599      georgia                    9
5600      georgian                   2
5601      gephardt                   2
5602      gerald                     1
5603      gerd                       1
5604      gerhard                    5
5605      gerin                      1
5606      german                     23
5607      germani                    63
5608      germany-deport             1
5609      germicid                   1
5610      gerri                      1
5611      gerstein                   1
5612      gestapo                    1
5613      gestur                     21
5614      get                        283
5615      get-along                  1
5616      get-out-the-vot            2
5617      getaway                    7
5618      ghee                       1
5619      ghost                      4
5620      gi                         1
5621      giant                      11
5622      gift                       18
5623      gigant                     1
5624      giggl                      2
5625      gil                        1
5626      gila                       1
5627      gilbert                    1
5628      gillespi                   2
5629      gilman                     1
5630      gilmor                     2
5631      gimbel                     1
5632      gina                       1
5633      ginger                     2
5634      gingerli                   3
5635      girder                     1
5636      girl                       29
5637      girlfriend                 3
5638      giuliani                   12
5639      give                       167
5640      given                      115
5641      gizbert                    3
5642      glad                       11
5643      gladi                      1
5644      gladkovich                 1
5645      gladli                     1
5646      glanc                      5
5647      glascoff                   1
5648      glaspi                     3
5649      glass                      17
5650      gleefulli                  2
5651      glen                       4
5652      glenni                     2
5653      glimps                     6
5654      glisten                    1
5655      global                     19
5656      globe                      6
5657      glori                      3
5658      gloria                     1
5659      glorifi                    1
5660      gloriou                    2
5661      glove                      4
5662      glow                       3
5663      glue                       4
5664      glum                       1
5665      gmc                        1
5666      gnassingb                  1
5667      gnd                        1
5668      go                         367
5669      goal                       19
5670      goate                      1
5671      gobbl                      1
5672      god                        36
5673      god-fear                   1
5674      goddess                    1
5675      goe                        33
5676      goggl                      1
5677      goh                        1
5678      goin                       4
5679      going-away                 1
5680      gokool                     1
5681      gold                       15
5682      golden                     4
5683      goldman                    3
5684      goldsmith                  3
5685      goldstein                  4
5686      golf                       4
5687      golfer                     1
5688      goliath                    1
5689      gone                       74
5690      gonna                      5
5691      good                       202
5692      good-behavior              1
5693      good-by                    4
5694      good-natur                 1
5695      goodby                     5
5696      goodwil                    4
5697      gop                        22
5698      gop-control                1
5699      gop-held                   1
5700      gop-trend                  2
5701      goran                      6
5702      gorbachov                  1
5703      gordana                    1
5704      gordi                      3
5705      gordon                     7
5706      gore                       65
5707      gore-bush                  1
5708      gore-lieberman             4
5709      gorgeou                    1
5710      gorton                     8
5711      gosh                       1
5712      gossip                     1
5713      gostran                    1
5714      got                        134
5715      gotten                     11
5716      gov                        77
5717      gove                       1
5718      govern                     347
5719      government                 2
5720      government-back            1
5721      government-control         2
5722      government-own             3
5723      government-run             2
5724      government-sponsor         1
5725      government-suppli          1
5726      governor                   78
5727      gown                       3
5728      grab                       15
5729      grabbi                     1
5730      grace                      6
5731      graceless                  1
5732      graciou                    3
5733      grade                      1
5734      grado                      1
5735      gradual                    9
5736      graduat                    5
5737      graf                       2
5738      graff                      1
5739      graffiti                   2
5740      graham                     3
5741      grain                      3
5742      graini                     1
5743      gram                       12
5744      gramm                      3
5745      grammar                    1
5746      grand                      66
5747      grandchildren              2
5748      granddaught                4
5749      grandfath                  2
5750      grandios                   1
5751      grandma                    1
5752      grandmaison                1
5753      grandmom                   1
5754      grandmoth                  5
5755      grandson                   13
5756      granger                    5
5757      granit                     1
5758      grant                      48
5759      grapevin                   1
5760      graphic                    2
5761      grappl                     3
5762      grasp                      7
5763      grassley                   1
5764      grate                      17
5765      gratifi                    3
5766      gratitud                   4
5767      grave                      22
5768      gravesid                   2
5769      gravest                    1
5770      gravi                      1
5771      gravit                     1
5772      graviti                    1
5773      gray                       3
5774      graze                      1
5775      great                      97
5776      greater                    30
5777      greatest                   17
5778      greatli                    2
5779      greec                      4
5780      greed                      1
5781      greek                      3
5782      green                      17
5783      greenhous                  1
5784      greenleaf                  1
5785      greenway                   1
5786      greenwood                  2
5787      greet                      32
5788      greg                       20
5789      gregor                     4
5790      gregori                    1
5791      gregorio                   1
5792      grenad                     11
5793      grenada                    2
5794      greta                      3
5795      grew                       19
5796      grey-beard                 1
5797      grid                       2
5798      gridlock                   2
5799      grief                      10
5800      griev                      8
5801      grievanc                   4
5802      griffith                   1
5803      grim                       15
5804      grim-fac                   3
5805      grimac                     4
5806      grin                       5
5807      grind                      4
5808      grip                       18
5809      grisli                     2
5810      gritti                     1
5811      groan                      1
5812      groceri                    2
5813      groh                       1
5814      groom                      1
5815      groov                      2
5816      grope                      1
5817      grosanc                    1
5818      grosjean                   17
5819      gross                      2
5820      grotesqu                   3
5821      ground                     104
5822      groundbreak                1
5823      groundless                 3
5824      groundstrok                12
5825      groundwork                 3
5826      group                      192
5827      grove                      1
5828      grow                       61
5829      grown                      16
5830      growth                     8
5831      grubac                     2
5832      gruber                     1
5833      grucci                     3
5834      grudg                      1
5835      grudgingli                 1
5836      gruel                      5
5837      gruesom                    2
5838      grumbl                     2
5839      gruntlik                   4
5840      gu                         1
5841      guadalup                   2
5842      guarante                   21
5843      guaranti                   2
5844      guard                      80
5845      guardao                    2
5846      guardian                   5
5847      guardsmen                  2
5848      guatemala                  23
5849      guatemalan                 2
5850      gubernatori                3
5851      guei                       38
5852      guerilla                   4
5853      guerrilla                  18
5854      guess                      16
5855      guest                      14
5856      guevara                    1
5857      guid                       22
5858      guided-missil              4
5859      guidelin                   11
5860      guido                      1
5861      guie                       3
5862      guillermo                  1
5863      guilt                      4
5864      guilti                     41
5865      guinea                     2
5866      guis                       3
5867      gujarat                    39
5868      gujarati                   2
5869      gujral                     1
5870      gulch                      1
5871      gulf                       93
5872      gull                       1
5873      gullast                    1
5874      gun                        47
5875      gun-run                    1
5876      gun-tot                    1
5877      gunboat                    2
5878      gunfight                   1
5879      gunfir                     9
5880      gung-ho                    1
5881      gunman                     2
5882      gunmen                     1
5883      gunn                       4
5884      gunrun                     1
5885      gunshot                    8
5886      gupta                      2
5887      gurney                     1
5888      guru                       1
5889      gustavo                    17
5890      gut                        4
5891      gutman                     1
5892      guy                        33
5893      guzman                     2
5894      guzun                      1
5895      gymnasium                  3
5896      gyro                       2
5897      gyrocompass                1
5898      gyroscop                   3
5899      h                          32
5900      ha                         3
5901      haass                      4
5902      habiar                     1
5903      habib                      1
5904      habit                      2
5905      haddock                    1
5906      hadhramaut                 6
5907      hadi                       1
5908      hadn                       7
5909      hadramaut                  2
5910      hager                      2
5911      hagerstown                 2
5912      haggard                    1
5913      haggl                      1
5914      hagu                       33
5915      hahdramaut                 1
5916      hai                        2
5917      haider                     1
5918      haight                     1
5919      hail                       11
5920      haiphong                   1
5921      hair                       15
5922      hairbreadth                1
5923      hairstyl                   5
5924      hairstylist                1
5925      haiti                      1
5926      haitian                    1
5927      hal                        1
5928      hale                       1
5929      halevi                     2
5930      haley                      1
5931      half                       108
5932      half-broth                 1
5933      half-buri                  1
5934      half-dozen                 2
5935      half-eaten                 1
5936      half-express               1
5937      half-finish                2
5938      half-hour                  2
5939      half-inch                  3
5940      half-mil                   2
5941      half-million               1
5942      half-pric                  1
5943      half-sist                  1
5944      half-staff                 3
5945      half-volley                1
5946      halfway                    4
5947      haliberton                 1
5948      hall                       18
5949      hall-of-fam                1
5950      halliburton                4
5951      hallway                    3
5952      halprin                    15
5953      halt                       22
5954      ham-hand                   2
5955      hama                       9
5956      hamilton                   5
5957      hammer                     12
5958      hammerfest                 1
5959      hammock                    1
5960      hamper                     15
5961      hampshir                   4
5962      hampton                    1
5963      hamstr                     1
5964      hamza                      2
5965      hancock                    1
5966      hand                       152
5967      hand-carri                 1
5968      hand-ov                    2
5969      hand-shak                  1
5970      hand-wring                 3
5971      handcuf                    3
5972      handgun                    12
5973      handi                      3
5974      handicap                   1
5975      handili                    1
5976      handl                      37
5977      handler                    1
5978      handov                     4
5979      handpick                   5
5980      hands-on                   4
5981      handshak                   3
5982      handsom                    2
5983      handwritten                4
5984      hang                       23
5985      hangar                     4
5986      hankey                     1
5987      hanoi                      39
5988      hanov                      1
5989      hantuchova                 6
5990      hap                        1
5991      haphazard                  1
5992      happen                     145
5993      happi                      36
5994      happier                    4
5995      happiest                   3
5996      happili                    1
5997      hara-kiri                  1
5998      haraldseid                 1
5999      harass                     5
6000      harbor                     99
6001      harborsid                  1
6002      harbour                    1
6003      harburi                    3
6004      hard                       79
6005      hard-edg                   1
6006      hard-fought                1
6007      hard-hit                   7
6008      hard-lin                   3
6009      hardbal                    1
6010      hardcourt                  3
6011      harden                     4
6012      harder                     10
6013      harder-lin                 1
6014      hardest                    16
6015      hardest-fought             1
6016      hardest-hit                5
6017      hardi                      2
6018      hardli                     15
6019      hardlin                    1
6020      hardship                   6
6021      hardwar                    1
6022      haren                      13
6023      harerb                     1
6024      harin                      1
6025      harjivan                   3
6026      harlem                     1
6027      harley                     1
6028      harm                       8
6029      harmless                   1
6030      harold                     14
6031      harp                       1
6032      harper                     19
6033      harpoon                    1
6034      harri                      5
6035      harrison                   2
6036      harrow                     1
6037      harsh                      16
6038      harshli                    3
6039      hart                       5
6040      harvard                    2
6041      harvest                    1
6042      harvey                     1
6043      hashim                     1
6044      hasid                      3
6045      hasn                       22
6046      hass                       1
6047      hassl                      1
6048      hast                       3
6049      hasten                     1
6050      hastert                    5
6051      hasti                      2
6052      hastili                    4
6053      hat                        5
6054      hatch                      24
6055      hate                       6
6056      hate-fil                   2
6057      hatim                      1
6058      hatr                       8
6059      haul                       6
6060      haunt                      8
6061      haut                       1
6062      havana                     1
6063      have-to-hav                1
6064      haven                      49
6065      haviar                     2
6066      havoc                      3
6067      haw                        6
6068      hawaii                     10
6069      hawk                       2
6070      hawk-nos                   1
6071      hawkin                     25
6072      hawley                     1
6073      hayat                      2
6074      hazard                     1
6075      head                       204
6076      head-to-head               2
6077      head-to-to                 2
6078      head-up                    1
6079      headach                    2
6080      headband                   4
6081      headdress                  1
6082      headi                      2
6083      headlight                  1
6084      headlin                    25
6085      headlinenew                2
6086      headmast                   1
6087      headphon                   1
6088      headquart                  54
6089      headset                    1
6090      headway                    1
6091      heal                       15
6092      heali                      1
6093      health                     72
6094      health-car                 1
6095      health-food                1
6096      healthi                    9
6097      heap                       11
6098      hear                       85
6099      heard                      83
6100      heardnb                    1
6101      hears                      7
6102      hearst                     9
6103      heart                      42
6104      heart-felt                 1
6105      heartbeat                  2
6106      heartbreak                 2
6107      hearten                    2
6108      heartfelt                  2
6109      heat                       28
6110      heat-trap                  1
6111      heath                      2
6112      heaven                     2
6113      heavi                      56
6114      heaviest                   2
6115      heavili                    31
6116      heavily-arm                1
6117      heavy-lift                 9
6118      heavyweight                6
6119      heck                       1
6120      hedg                       2
6121      heed                       9
6122      heel                       4
6123      hefe                       1
6124      hegemoni                   2
6125      heidi                      2
6126      height                     9
6127      heighten                   29
6128      heir                       9
6129      heiress                    5
6130      heist                      4
6131      heitkamp                   2
6132      held                       163
6133      helena                     1
6134      helicopt                   26
6135      hell                       5
6136      hello                      6
6137      helm                       1
6138      helmet                     11
6139      help                       313
6140      helper                     2
6141      helpless                   4
6142      helplessli                 1
6143      hem                        1
6144      hemispher                  4
6145      hen                        1
6146      henc                       3
6147      henderson                  1
6148      henhous                    1
6149      henin                      3
6150      henman                     12
6151      henri                      35
6152      henrieta                   3
6153      herald                     6
6154      herald-mail                1
6155      herb                       2
6156      herbert                    1
6157      herculean                  1
6158      herd                       5
6159      heritag                    2
6160      hermann                    1
6161      hernandez                  5
6162      hernando                   3
6163      hero                       15
6164      heroic                     8
6165      heroism                    1
6166      herwig                     1
6167      herzegovina                1
6168      hesit                      6
6169      hetal                      2
6170      heuberg                    1
6171      hewitt                     7
6172      hey                        5
6173      hezbollah                  4
6174      hi                         5
6175      hi-tech                    1
6176      hiatu                      2
6177      hiccup                     1
6178      hicham                     6
6179      hichim                     1
6180      hickl                      1
6181      hid                        3
6182      hidden                     5
6183      hide                       53
6184      hide-out                   2
6185      hideout                    4
6186      hien                       1
6187      high                       137
6188      high-explos                3
6189      high-fli                   1
6190      high-grad                  1
6191      high-hand                  1
6192      high-level                 7
6193      high-max                   1
6194      high-point                 1
6195      high-pow                   3
6196      high-profil                6
6197      high-rank                  9
6198      high-ris                   7
6199      high-secur                 6
6200      high-spe                   26
6201      high-stak                  2
6202      high-tech                  8
6203      high-threat                2
6204      higher                     41
6205      higher-level               1
6206      higher-rank                1
6207      highest                    36
6208      highest-profil             1
6209      highland                   3
6210      highli                     37
6211      highlight                  11
6212      highris                    1
6213      highway                    19
6214      hijazi                     1
6215      hike                       2
6216      hill                       32
6217      hillari                    59
6218      hillary2000                1
6219      hilli                      6
6220      hillsboro                  1
6221      hillsid                    18
6222      hilton                     2
6223      hinder                     2
6224      hindi                      1
6225      hindsight                  3
6226      hindu                      8
6227      hing                       6
6228      hingi                      40
6229      hingis-razzano             1
6230      hingis-sel                 1
6231      hint                       10
6232      hinterland                 3
6233      hip                        2
6234      hirashima                  3
6235      hire                       11
6236      hiro                       5
6237      hiromi                     1
6238      hisashi                    2
6239      hisham                     1
6240      hispan                     8
6241      histor                     30
6242      histori                    95
6243      historian                  7
6244      history-mak                3
6245      hit                        114
6246      hitler                     2
6247      hitter                     1
6248      hiv                        1
6249      hive                       1
6250      hm                         1
6251      hmm                        1
6252      hmo                        2
6253      ho                         25
6254      hoan                       2
6255      hobbl                      2
6256      hobe                       1
6257      hobnob                     1
6258      hodeidah                   2
6259      hoe                        4
6260      hoeven                     1
6261      hoey                       1
6262      hoffman                    4
6263      holbrook                   1
6264      hold                       141
6265      holden                     3
6266      holder                     4
6267      holdov                     1
6268      holdup                     9
6269      hole                       136
6270      holf                       1
6271      holi                       22
6272      holiday                    26
6273      holiest                    2
6274      hollow                     1
6275      hollywood                  5
6276      holtz                      1
6277      homag                      1
6278      homback                    1
6279      home                       316
6280      home-bas                   2
6281      home-grown                 1
6282      home-port                  4
6283      homecom                    6
6284      homegrown                  2
6285      homeland                   25
6286      homeless                   23
6287      homemad                    4
6288      homemak                    2
6289      homeown                    1
6290      homeport                   3
6291      homestead                  2
6292      hometown                   16
6293      homework                   1
6294      homicid                    1
6295      homili                     1
6296      hondura                    9
6297      honduran                   6
6298      honest                     13
6299      honesti                    5
6300      honestli                   5
6301      honey                      1
6302      honey-color                1
6303      honeymoon                  1
6304      hong                       1
6305      honk                       4
6306      honolulu                   1
6307      honor                      58
6308      honorif                    1
6309      hoogenboom                 1
6310      hook                       1
6311      hooper                     1
6312      hoopla                     1
6313      hop                        8
6314      hope                       224
6315      horiuchi                   2
6316      horizon                    5
6317      horn                       12
6318      horner                     1
6319      horrend                    3
6320      horribl                    8
6321      horrif                     6
6322      horrifi                    5
6323      horror                     3
6324      hors                       6
6325      horsch                     1
6326      horseback                  3
6327      hose                       9
6328      hosni                      6
6329      hospit                     88
6330      hoss                       1
6331      host                       22
6332      host-nat                   3
6333      hostag                     29
6334      hostage-tak                2
6335      hostil                     15
6336      hot                        13
6337      hot-button                 1
6338      hotb                       2
6339      hotel                      69
6340      hoteol                     1
6341      hothead                    2
6342      hotli                      9
6343      hound                      2
6344      houphouet-boigni           6
6345      hour                       263
6346      hour-by-hour               1
6347      hour-long                  2
6348      houri                      1
6349      hourli                     1
6350      hourlong                   1
6351      hous                       293
6352      household                  3
6353      housekeep                  1
6354      housew                     2
6355      housewif                   1
6356      houston                    11
6357      houston-bas                1
6358      hover                      6
6359      howard                     14
6360      howev                      124
6361      hq                         1
6362      hrbati                     16
6363      htm                        11
6364      html                       12
6365      http                       58
6366      huaman                     2
6367      huang                      1
6368      hub                        4
6369      hubbard                    1
6370      hubbel                     8
6371      hubbl                      1
6372      huber                      2
6373      hubert                     5
6374      huckabe                    1
6375      huddl                      7
6376      hudson                     2
6377      hue                        1
6378      huff                       1
6379      huffington                 3
6380      huffman                    1
6381      hug                        14
6382      huge                       77
6383      hugh                       2
6384      hugo                       1
6385      huh                        3
6386      hulk                       2
6387      hull                       77
6388      hull-ryd                   1
6389      human                      60
6390      humanitarian               31
6391      humbl                      7
6392      humbler                    1
6393      humid                      3
6394      humil                      2
6395      humili                     10
6396      humor                      2
6397      humphrey                   2
6398      hunch                      2
6399      hundr                      120
6400      hung                       12
6401      hungari                    3
6402      hunger                     3
6403      hungri                     11
6404      hunt                       23
6405      hunta                      1
6406      hunter                     11
6407      huntsvil                   1
6408      hurdl                      4
6409      hurl                       8
6410      hurrah                     1
6411      hurri                      4
6412      hurrican                   6
6413      hurt                       37
6414      hurtado                    1
6415      husarova                   2
6416      husband                    72
6417      hush                       1
6418      huski                      2
6419      hussain                    1
6420      hussan                     1
6421      hussein                    8
6422      hussian                    1
6423      hut                        1
6424      hutchinson                 2
6425      hutchison                  5
6426      hwa                        1
6427      hyderabad                  3
6428      hydra                      1
6429      hyena                      2
6430      hygien                     1
6431      hymlek                     1
6432      hymn                       4
6433      hype                       3
6434      hyperinfl                  7
6435      hypothermia                2
6436      hypothet                   6
6437      hyster                     2
6438      hysteria                   1
6439      hz                         1
6440      i                          1
6441      iamaw                      1
6442      ian                        4
6443      iant                       1
6444      ibero-american             5
6445      ibrahim                    2
6446      icbl                       1
6447      ice                        3
6448      iceberg                    1
6449      icg                        1
6450      ick                        2
6451      icn                        1
6452      icon                       5
6453      id                         7
6454      ida                        2
6455      idaho                      3
6456      idea                       41
6457      ideal                      12
6458      ident                      31
6459      identif                    23
6460      identifi                   96
6461      ideolog                    10
6462      ideologu                   1
6463      idyl                       3
6464      ignacio                    4
6465      ignit                      1
6466      ignomini                   4
6467      ignor                      22
6468      igor                       26
6469      ii                         27
6470      ii-era                     5
6471      iii                        9
6472      il                         3
6473      ili                        4
6474      ilic                       2
6475      ilija                      1
6476      ilk                        1
6477      ill                        24
6478      ill-advis                  1
6479      ill-consid                 1
6480      ill-fat                    1
6481      ill-prepar                 1
6482      illeg                      44
6483      illegitim                  7
6484      illicit                    10
6485      illinoi                    5
6486      illumin                    1
6487      illus                      3
6488      illustr                    9
6489      illustri                   2
6490      ilya                       9
6491      imag                       28
6492      imagin                     28
6493      imam                       2
6494      imbal                      1
6495      imbu                       1
6496      imf                        2
6497      imlegitim                  1
6498      immacul                    1
6499      immedi                     124
6500      immens                     3
6501      immers                     1
6502      immigr                     29
6503      immin                      5
6504      immobil                    2
6505      immor                      1
6506      immun                      2
6507      imp                        1
6508      impact                     33
6509      imparti                    5
6510      impass                     6
6511      impati                     3
6512      impeach                    21
6513      impecc                     2
6514      imped                      3
6515      impedi                     1
6516      impeech                    1
6517      impend                     3
6518      impenetr                   1
6519      imper                      1
6520      impercept                  1
6521      imperfect                  2
6522      imperi                     2
6523      imperialist                4
6524      imperson                   3
6525      impetu                     2
6526      impich                     1
6527      implement                  10
6528      impli                      5
6529      implic                     14
6530      implicit                   2
6531      implod                     1
6532      implor                     2
6533      imponder                   1
6534      import                     137
6535      import-export              1
6536      importantli                2
6537      impos                      31
6538      imposs                     37
6539      impot                      1
6540      impoverish                 17
6541      impract                    1
6542      impress                    18
6543      imprimatur                 1
6544      imprison                   12
6545      improb                     3
6546      impromptu                  2
6547      improp                     3
6548      improperli                 1
6549      improprieti                1
6550      improv                     59
6551      improvis                   3
6552      impuls                     2
6553      impun                      4
6554      in-                        1
6555      in-countri                 1
6556      in-depth                   1
6557      inabl                      9
6558      inaccess                   3
6559      inaccur                    4
6560      inact                      1
6561      inadequ                    7
6562      inadequaci                 1
6563      inadvert                   1
6564      inappropri                 9
6565      inaugur                    26
6566      inc                        2
6567      incap                      2
6568      incapac                    15
6569      incarcer                   4
6570      incas                      1
6571      incens                     3
6572      incent                     5
6573      incerlik                   1
6574      inch                       12
6575      inchon                     1
6576      incid                      47
6577      incident                   1
6578      incirlik                   2
6579      incit                      7
6580      inclin                     4
6581      includ                     293
6582      inclus                     4
6583      incom                      13
6584      incompat                   2
6585      incompet                   1
6586      incomplet                  6
6587      incomprehens               1
6588      inconceiv                  2
6589      inconclus                  3
6590      incorrect                  2
6591      incorrectli                1
6592      increas                    42
6593      increasingli               30
6594      incred                     19
6595      incredul                   1
6596      incrimin                   3
6597      incub                      1
6598      incumb                     30
6599      ind                        2
6600      inde                       26
6601      indecis                    3
6602      indefens                   1
6603      indefinit                  14
6604      independ                   96
6605      index                      5
6606      india                      68
6607      indian                     49
6608      indian-american            1
6609      indiana                    5
6610      indic                      79
6611      indict                     47
6612      indiffer                   2
6613      indign                     7
6614      indirect                   1
6615      indirectli                 4
6616      indiscret                  1
6617      indispens                  1
6618      indit                      3
6619      individu                   35
6620      indo-american              1
6621      indochina                  2
6622      indonesia                  9
6623      indonesian                 1
6624      indoor                     6
6625      induc                      2
6626      induct                     1
6627      inducte                    1
6628      indulg                     1
6629      industri                   28
6630      ineffect                   5
6631      ineffectu                  2
6632      ineffici                   2
6633      inelig                     1
6634      inequ                      1
6635      inescap                    2
6636      inevit                     15
6637      inexcus                    2
6638      inexpens                   1
6639      inexplic                   1
6640      infam                      2
6641      infanc                     1
6642      infant                     8
6643      infect                     6
6644      infest                     2
6645      infight                    3
6646      infiltr                    10
6647      inflam                     4
6648      inflamm                    2
6649      inflat                     19
6650      inflict                    14
6651      influenc                   46
6652      influence-peddl            2
6653      influenti                  8
6654      influx                     1
6655      info                       1
6656      inform                     163
6657      infrastructur              3
6658      infuri                     3
6659      ing                        2
6660      ingal                      3
6661      ingenu                     1
6662      ingest                     2
6663      inhabit                    7
6664      inherit                    4
6665      inhibit                    2
6666      inim                       1
6667      iniquit                    1
6668      initi                      93
6669      inject                     8
6670      injur                      159
6671      injuri                     63
6672      injustic                   2
6673      ink                        1
6674      inkl                       3
6675      inland                     1
6676      inlay                      1
6677      inmat                      41
6678      inn                        5
6679      innat                      1
6680      inner                      18
6681      innoc                      30
6682      innocu                     1
6683      innov                      6
6684      innsbrook                  2
6685      innumer                    2
6686      inquir                     1
6687      inquiri                    30
6688      inquisit                   3
6689      inquisitor                 1
6690      insati                     1
6691      insect                     1
6692      insecur                    1
6693      insepar                    1
6694      insert                     3
6695      insid                      124
6696      insight                    1
6697      insinu                     1
6698      insist                     91
6699      inspect                    13
6700      inspector                  13
6701      inspir                     10
6702      inspit                     1
6703      instabl                    14
6704      instal                     26
6705      instanc                    16
6706      instant                    4
6707      instantan                  2
6708      instantli                  15
6709      instead                    72
6710      instil                     1
6711      instinct                   5
6712      institut                   75
6713      institution                4
6714      instituto                  1
6715      instruct                   15
6716      instrument                 11
6717      instrument-r               2
