t_index   term                     df
7343      lament                     3
7344      lamont                     1
7345      lamp                       2
7346      lan                        2
7347      lancast                    1
7348      lanchin                    2
7349      land                       74
7350      landlord                   8
7351      landmark                   6
7352      landmin                    1
7353      landown                    1
7354      landscap                   3
7355      landslid                   78
7356      landstuhl                  43
7357      lane                       5
7358      lang                       2
7359      langdon                    1
7360      langhorn                   1
7361      langston                   2
7362      languag                    24
7363      languish                   2
7364      lans                       1
7365      lanviara                   1
7366      lao                        11
7367      lap                        4
7368      lapdog                     1
7369      lapel                      3
7370      lapentti                   1
7371      laps                       23
7372      laquawensa                 1
7373      lar                        3
7374      lara                       7
7375      lard                       1
7376      larg                       148
7377      large-scal                 3
7378      larger                     32
7379      larger-than-lif            2
7380      largess                    1
7381      largest                    96
7382      laron                      2
7383      larri                      40
7384      larson                     3
7385      lasal                      1
7386      laser                      2
7387      lash                       5
7388      last                       869
7389      last-day                   1
7390      last-day-in-offic          1
7391      last-ditch                 3
7392      last-minut                 10
7393      latch                      2
7394      late                       205
7395      late-night                 1
7396      latecom                    2
7397      latent                     2
7398      later                      255
7399      latest                     67
7400      latham                     6
7401      latifah                    2
7402      latin                      25
7403      latter                     2
7404      laud                       4
7405      lauderdal                  2
7406      laugh                      6
7407      laughter                   2
7408      launch                     61
7409      launder                    26
7410      laundri                    1
7411      laura                      6
7412      lauran                     5
7413      laurent                    31
7414      lauri                      2
7415      lautenberg                 6
7416      laver                      20
7417      lavish                     2
7418      lavishli                   1
7419      law                        207
7420      law-abid                   1
7421      law-and-ord                1
7422      law-enforc                 2
7423      lawless                    6
7424      lawmak                     67
7425      lawn                       5
7426      lawrenc                    12
7427      lawsuit                    2
7428      lawton                     3
7429      lawyer                     155
7430      lax                        8
7431      laxiti                     2
7432      laxman                     3
7433      lay                        26
7434      layer                      4
7435      layoff                     2
7436      layov                      3
7437      lazarevac                  2
7438      lazi                       1
7439      lazili                     1
7440      lazio                      53
7441      lazo                       1
7442      le                         9
7443      lead                       250
7444      leadem                     1
7445      leader                     632
7446      leadership                 39
7447      leagu                      8
7448      leak                       16
7449      lean                       8
7450      leap                       4
7451      leap-ahead                 1
7452      learn                      67
7453      learnt                     2
7454      leas                       1
7455      least                      281
7456      leather                    4
7457      leav                       238
7458      leave-or-stay              3
7459      leavenworth                2
7460      leavitt                    1
7461      lebanes                    3
7462      lebanon                    23
7463      lectur                     2
7464      led                        144
7465      lee                        19
7466      leech-infest               4
7467      lefortovo                  16
7468      lefrotovo                  1
7469      left                       334
7470      left-lean                  6
7471      leftist                    24
7472      leftov                     4
7473      leg                        51
7474      legaci                     14
7475      legal                      86
7476      legend                     5
7477      legendari                  2
7478      legion                     1
7479      legisl                     52
7480      legislatur                 23
7481      legitim                    13
7482      legitimaci                 12
7483      lehan                      2
7484      lehrer                     3
7485      leicest                    1
7486      leidig                     4
7487      lend                       13
7488      lender                     2
7489      lendl                      1
7490      length                     8
7491      lengthi                    9
7492      lenienc                    4
7493      lenient                    1
7494      leningradski               2
7495      lennard                    1
7496      lent                       1
7497      leon                       5
7498      leonard                    15
7499      leposava                   1
7500      leprinc                    1
7501      lesbian                    4
7502      lesion                     1
7503      lesley                     1
7504      lesli                      2
7505      less                       108
7506      less-damag                 2
7507      lessen                     1
7508      lesser                     4
7509      lesson                     16
7510      lesson-giv                 2
7511      lest                       1
7512      let                        166
7513      letdown                    1
7514      lethal                     2
7515      letter                     129
7516      letter-writ                1
7517      letup                      1
7518      leve                       1
7519      level                      128
7520      lever                      4
7521      leverag                    3
7522      lewi                       1
7523      lewinski                   7
7524      lexington-frankfort        4
7525      lg                         1
7526      li                         7
7527      liabil                     1
7528      liar                       5
7529      libbi                      3
7530      liber                      33
7531      liberia                    5
7532      liberti                    8
7533      libido                     1
7534      librari                    3
7535      libya                      8
7536      libyan                     9
7537      licens                     34
7538      lid                        1
7539      lida                       1
7540      lie                        57
7541      lieberman                  34
7542      lien                       11
7543      lieuten                    16
7544      lieutenant-captain         1
7545      life                       196
7546      lifeless                   1
7547      lifelong                   1
7548      lifestyl                   2
7549      lifetim                    4
7550      lift                       113
7551      light                      49
7552      light-blu                  1
7553      light-brown                2
7554      lightbulb                  1
7555      lighter                    2
7556      lightheartedli             2
7557      lightli                    5
7558      lightn                     4
7559      like                       627
7560      likelihood                 3
7561      liken                      1
7562      likin                      3
7563      lilic                      3
7564      lima                       47
7565      limb                       12
7566      lime                       4
7567      limit                      46
7568      limousin                   13
7569      limp                       5
7570      limpli                     1
7571      lincoln                    7
7572      linda                      7
7573      lindenhurt                 2
7574      lindi                      1
7575      lindsay                    52
7576      lindsey                    2
7577      line                       197
7578      lineman                    1
7579      liner                      1
7580      lineup                     4
7581      linger                     17
7582      linguist                   1
7583      link                       108
7584      lion                       2
7585      lionel                     1
7586      lioniz                     1
7587      lip                        2
7588      lipent                     1
7589      lippin                     2
7590      lippold                    45
7591      liquid                     2
7592      lir                        1
7593      lisa                       24
7594      lisnard                    2
7595      list                       124
7596      listen                     28
7597      lister                     2
7598      lists                      1
7599      lit                        7
7600      liter                      12
7601      literaci                   1
7602      literatur                  2
7603      lith                       1
7604      liton                      1
7605      litter                     3
7606      littl                      209
7607      little-known               2
7608      litton                     7
7609      littor                     1
7610      liturgi                    1
7611      liv                        2
7612      live                       298
7613      liveliest                  1
7614      liver                      1
7615      ll                         112
7616      llagostera                 4
7617      lleyton                    8
7618      llosa                      3
7619      lloyd                      3
7620      lo                         21
7621      load                       58
7622      loader                     6
7623      loan                       37
7624      loayza                     3
7625      lob                        12
7626      lobbi                      7
7627      lobbyist                   1
7628      lobito                     2
7629      local                      123
7630      locani                     4
7631      locat                      53
7632      lock                       29
7633      locker                     1
7634      lockerbi                   2
7635      lockup                     1
7636      locu                       1
7637      lodg                       1
7638      loft                       2
7639      lofti                      2
7640      loftiest                   1
7641      log                        7
7642      logic                      5
7643      logist                     13
7644      logvinovich                1
7645      lohna                      4
7646      loi                        1
7647      loit                       1
7648      london                     32
7649      london-bas                 7
7650      lone                       8
7651      long                       291
7652      long-abandon               2
7653      long-bitt                  1
7654      long-hair                  1
7655      long-plan                  1
7656      long-rang                  1
7657      long-reach                 1
7658      long-res                   2
7659      long-rul                   2
7660      long-shot                  1
7661      long-simm                  2
7662      long-stand                 5
7663      long-suff                  1
7664      long-suppress              1
7665      long-term                  9
7666      long-tim                   4
7667      longer                     72
7668      longer-term                2
7669      longest                    1
7670      longest-sought             1
7671      longest-surviv             1
7672      longev                     1
7673      longshot                   1
7674      longstand                  4
7675      longtim                    31
7676      look                       322
7677      look-se                    1
7678      lookout                    3
7679      loom                       7
7680      loop                       1
7681      loophol                    2
7682      loos                       23
7683      loose-end                  1
7684      loosen                     7
7685      looser                     2
7686      loot                       11
7687      lopez                      9
7688      lopsid                     4
7689      loran                      7
7690      lord                       6
7691      lore                       1
7692      lorensen                   2
7693      lorenzo                    6
7694      lori                       1
7695      loron                      2
7696      lorri                      1
7697      lose                       100
7698      loser                      10
7699      loss                       79
7700      lost                       218
7701      lot                        184
7702      lott                       12
7703      lotteri                    1
7704      lou                        1
7705      loud                       16
7706      loudli                     1
7707      loudspeak                  9
7708      loug                       3
7709      loui                       120
7710      louis-area                 1
7711      louisiana                  6
7712      louisvil                   4
7713      lourd                      1
7714      lousi                      3
7715      love                       56
7716      low                        36
7717      low-cut                    2
7718      low-grad                   4
7719      low-incom                  2
7720      low-key                    3
7721      low-level                  7
7722      low-profil                 2
7723      low-tech                   2
7724      lowel                      3
7725      lower                      28
7726      lower-level                1
7727      lower-rank                 1
7728      lowest                     6
7729      lowest-seed                1
7730      loyal                      18
7731      loyalist                   18
7732      loyalti                    10
7733      lsd                        1
7734      lt                         59
7735      ltd                        2
7736      lubbock                    1
7737      luci                       1
7738      lucia                      2
7739      luciano                    1
7740      lucio                      2
7741      luck                       4
7742      lucki                      20
7743      luckier                    1
7744      luckiest                   3
7745      lucr                       2
7746      ludwig                     1
7747      lugar                      4
7748      luggag                     1
7749      lui                        14
7750      lukin                      1
7751      lumber                     3
7752      lumberjack                 1
7753      luna                       2
7754      lunch                      17
7755      luncheon                   3
7756      lunchtim                   2
7757      lung                       9
7758      luong                      19
7759      lurid                      1
7760      lurin                      1
7761      lush                       1
7762      lust                       1
7763      luther                     3
7764      lutheran                   1
7765      luxembourg                 3
7766      luxor                      2
7767      luxuri                     5
7768      lvador                     1
7769      lwr                        1
7770      lyhoog                     1
7771      lynch                      2
7772      lyndon                     9
7773      lynn                       3
7774      lyon                       1
7775      lyric                      4
7776      m                          443
7777      m-16                       1
7778      ma                         1
7779      mac                        4
7780      macarthur                  1
7781      macdonald                  14
7782      maceda                     19
7783      macedonia                  2
7784      machaca                    4
7785      machet                     11
7786      machin                     29
7787      machineri                  5
7788      machinist                  2
7789      mack                       11
7790      macon                      1
7791      mad                        4
7792      madden                     1
7793      maddock                    5
7794      made                       426
7795      madelein                   43
7796      madelin                    4
7797      madinat                    1
7798      madison                    4
7799      madix                      1
7800      madra                      4
7801      madrassah                  3
7802      madrid                     15
7803      maelstrom                  1
7804      mafia                      3
7805      magana                     6
7806      maganbhai                  5
7807      magazin                    13
7808      mager                      2
7809      maggi                      2
7810      magic                      2
7811      magistr                    3
7812      magnanim                   3
7813      magnat                     3
7814      magnet                     1
7815      magnifi                    4
7816      magnific                   1
7817      magnitogorsk               2
7818      magnitud                   56
7819      magnitude-5                1
7820      magnitude-6                3
7821      magnitude-7                12
7822      magnu                      14
7823      magnum                     4
7824      mahajan                    4
7825      mahatma                    1
7826      mahesh                     1
7827      mahmood                    1
7828      mahmoud                    1
7829      mahogani                   1
7830      mahopac                    1
7831      mahur                      8
7832      maiden                     1
7833      mail                       14
7834      maim                       4
7835      main                       143
7836      mainagashev                1
7837      mainland                   1
7838      mainli                     18
7839      mainstay                   1
7840      maintain                   53
7841      mainten                    29
7842      mainupl                    1
7843      maj                        5
7844      majdanpek                  1
7845      majoli                     7
7846      major                      278
7847      major-parti                1
7848      majority-albanian          1
7849      make                       396
7850      make-shift                 1
7851      maker                      2
7852      makeshift                  16
7853      maketa                     2
7854      makeup                     1
7855      malaysia                   4
7856      malaysian                  3
7857      malca                      1
7858      malcolm                    4
7859      male                       2
7860      malevol                    4
7861      malfunct                   13
7862      malhotra                   10
7863      mali                       6
7864      malic                      2
7865      maliss                     1
7866      malivai                    1
7867      mall                       7
7868      malnourish                 1
7869      malnutrit                  1
7870      malon                      1
7871      maloney                    2
7872      mama                       1
7873      mamad                      2
7874      mamansk                    1
7875      mammoth                    2
7876      man                        311
7877      man-mad                    2
7878      man-siz                    2
7879      manag                      94
7880      manama                     5
7881      mananga                    1
7882      manannikova                1
7883      manau                      1
7884      manchest                   1
7885      mandat                     11
7886      mandatori                  9
7887      mandela                    1
7888      maneuv                     30
7889      mangal                     1
7890      mangl                      12
7891      mangu                      1
7892      manhattan                  17
7893      manhunt                    35
7894      mani                       597
7895      mania                      5
7896      manifest                   1
7897      manifold                   1
7898      manind                     1
7899      manipul                    30
7900      mann                       8
7901      manner                     15
7902      manorama                   1
7903      mansfield                  1
7904      mansi                      3
7905      mansion                    28
7906      mansoob                    1
7907      mansoon                    1
7908      mantra                     4
7909      manual                     3
7910      manuel                     9
7911      manufactur                 14
7912      maoist                     2
7913      map                        15
7914      maquiladora                1
7915      mar                        20
7916      maradiaga                  2
7917      maraniss                   1
7918      marat                      27
7919      marathon                   6
7920      marbella                   1
7921      marbl                      2
7922      marble-hal                 1
7923      marburi                    1
7924      marc                       32
7925      marcela                    1
7926      marcelo                    2
7927      march                      89
7928      marchenko                  1
7929      marcher                    8
7930      marci                      1
7931      marco                      24
7932      marg                       1
7933      margaret                   4
7934      margin                     33
7935      margolin                   3
7936      mari                       27
7937      maria                      18
7938      mariam                     1
7939      mariana                    2
7940      mariano                    1
7941      marietta                   3
7942      marija                     1
7943      marijuana                  7
7944      marilyn                    4
7945      marin                      52
7946      marine-born                1
7947      mario                      9
7948      marit                      2
7949      maritim                    17
7950      marjanov                   3
7951      mark                       100
7952      market                     42
7953      marketplac                 2
7954      marko                      18
7955      markov                     15
7956      marlborough                2
7957      marlen                     2
7958      marlin                     36
7959      marlton                    1
7960      marmian                    2
7961      maroon                     1
7962      marquez                    39
7963      marrero                    2
7964      marri                      8
7965      marriag                    10
7966      marroquin                  1
7967      marrow                     1
7968      marsha                     5
7969      marshal                    16
7970      marshallfor                1
7971      marshallreport             1
7972      marta                      2
7973      martha                     3
7974      marti                      2
7975      martial                    1
7976      martin                     64
7977      martina                    43
7978      martinez                   10
7979      martyr                     3
7980      martz                      2
7981      marv                       1
7982      marvel                     2
7983      marxist                    12
7984      maryland                   3
7985      masia                      1
7986      mask                       6
7987      mason-dixon                4
7988      masonri                    11
7989      masquerad                  1
7990      mass                       49
7991      massachusett               5
7992      massacr                    7
7993      masseus                    1
7994      massi                      10
7995      massif                     1
7996      massiv                     74
7997      mast                       1
7998      master                     15
7999      masteri                    1
8000      mastermind                 33
8001      mat                        1
8002      match                      256
8003      matchup                    6
8004      mate                       22
8005      materi                     52
8006      math                       1
8007      mathemat                   3
8008      mathewson                  2
8009      mathieu                    1
8010      matic                      5
8011      matt                       1
8012      matter                     87
8013      matter-of-fact             1
8014      matthew                    9
8015      mattingli                  1
8016      mattress                   5
8017      matur                      2
8018      mauresmo                   10
8019      mauricio                   1
8020      mauritania                 4
8021      mauro                      2
8022      mausoleum                  3
8023      maxim                      2
8024      maximalist                 1
8025      maximum                    23
8026      maximum-secur              18
8027      may                        375
8028      mayb                       54
8029      mayhem                     3
8030      mayor                      35
8031      maze                       2
8032      mbeki                      3
8033      mcalest                    6
8034      mcarthur                   1
8035      mcauliff                   4
8036      mcavoy                     1
8037      mccain                     6
8038      mccarthi                   3
8039      mcclean                    1
8040      mcclure                    2
8041      mccollum                   7
8042      mccomb                     1
8043      mcconnel                   1
8044      mcdaniel                   1
8045      mcdonald                   3
8046      mcdoogl                    3
8047      mcdougal                   35
8048      mcduff                     2
8049      mcduge                     1
8050      mcenro                     7
8051      mcgwire                    2
8052      mci                        1
8053      mcintosh                   1
8054      mcnamara                   1
8055      mcveigh                    1
8056      md                         10
8057      meager                     2
8058      meal                       8
8059      mean                       152
8060      meaning                    2
8061      meant                      23
8062      meantim                    14
8063      meanwhil                   78
8064      measur                     90
8065      meat                       4
8066      mecca                      2
8067      mechan                     11
8068      mechanicsvil               3
8069      medal                      10
8070      medalist                   7
8071      media                      93
8072      mediat                     24
8073      medic                      124
8074      medicar                    15
8075      medicin                    20
8076      medina                     6
8077      medinat                    2
8078      mediterranean              6
8079      medium                     4
8080      medium-level               1
8081      medium-secur               2
8082      meena                      1
8083      meet                       251
8084      megaphon                   1
8085      meghann                    3
8086      megrahi                    4
8087      meguid                     1
8088      mehta                      5
8089      mei                        1
8090      mel                        109
8091      mela                       3
8092      melancholi                 1
8093      melbourn                   31
8094      mele                       9
8095      melissa                    7
8096      mell                       1
8097      mellman                    1
8098      melros                     1
8099      melt                       3
8100      melvin                     4
8101      member                     288
8102      membership                 4
8103      memento                    1
8104      memo                       20
8105      memoir                     1
8106      memor                      4
8107      memorandum                 1
8108      memori                     71
8109      memphi                     1
8110      men                        379
8111      menac                      1
8112      mend                       3
8113      menet                      4
8114      mengistu                   1
8115      mensch                     1
8116      mental                     16
8117      mention                    48
8118      mentor                     1
8119      menu                       2
8120      mer                        1
8121      merced                     7
8122      merchant                   6
8123      merci                      7
8124      merciless                  1
8125      mere                       17
8126      merg                       3
8127      merger                     2
8128      meri                       2
8129      merianov                   1
8130      merit                      13
8131      merlin                     2
8132      mermonsk                   1
8133      mermosk                    1
8134      mern                       1
8135      merri                      2
8136      mershon                    15
8137      mesh                       2
8138      mesmer                     1
8139      mess                       24
8140      messag                     66
8141      messeng                    1
8142      met                        91
8143      metal                      38
8144      metal-cutt                 1
8145      metal-edg                  1
8146      metal-sl                   1
8147      metallurg                  2
8148      metaphor                   3
8149      meteorolog                 6
8150      meteorologist              3
8151      meter                      2
8152      method                     15
8153      methodist                  2
8154      methodolog                 1
8155      methyl                     1
8156      meticul                    4
8157      metropolitan               1
8158      mexican                    5
8159      mexico                     56
8160      mi                         2
8161      mia                        16
8162      miami                      15
8163      miami-d                    1
8164      miami-dad                  6
8165      miand                      1
8166      micandinov                 4
8167      mich                       9
8168      michael                    49
8169      michal                     3
8170      michel                     4
8171      michella                   2
8172      michigan                   29
8173      mickelson                  3
8174      mickli                     1
8175      microphon                  2
8176      microscop                  2
8177      micunov                    3
8178      mid                        6
8179      mid-1980                   1
8180      mid-1990                   10
8181      mid-1996                   1
8182      mid-30                     1
8183      mid-40                     1
8184      mid-90                     1
8185      mid-afternoon              5
8186      mid-day                    1
8187      mid-decemb                 2
8188      mid-gulf                   1
8189      mid-morn                   1
8190      mid-novemb                 2
8191      mid-octob                  1
8192      mid-septemb                4
8193      midafternoon               1
8194      midday                     12
8195      middl                      186
8196      middle-class               8
8197      mideast                    29
8198      midnight                   21
8199      midpoint                   1
8200      midsect                    3
8201      midst                      7
8202      midstream                  1
8203      midway                     2
8204      midweek                    1
8205      midwest                    3
8206      midwestern                 1
8207      mif                        1
8208      mift                       1
8209      mig                        1
8210      might                      232
8211      mighti                     4
8212      migrant                    3
8213      migrat                     6
8214      miguel                     18
8215      mihailova                  1
8216      mihajlov                   6
8217      miiltari                   1
8218      mik                        1
8219      mike                       34
8220      mikhail                    8
8221      mikhailov                  1
8222      mikilo                     1
8223      miklaszeski                1
8224      miklaszewski               25
8225      miklaszweski               1
8226      mil                        30
8227      milagro                    2
8228      milan                      10
8229      milanko                    1
8230      milanov                    2
8231      mild                       7
8232      mildli                     1
8233      mildr                      1
8234      mile                       206
8235      mileston                   2
8236      milica                     2
8237      milit                      70
8238      militantli                 3
8239      militar                    3
8240      militari                   570
8241      militarili                 11
8242      military-styl              1
8243      military-tim               1
8244      militia                    2
8245      militiamen                 1
8246      milivoj                    1
8247      milivojev                  2
8248      milk                       1
8249      milken                     82
8250      mill                       4
8251      millenni                   1
8252      millennium                 4
8253      miller                     10
8254      millimet                   2
8255      million                    308
8256      million-dollar             1
8257      millionair                 15
8258      milo                       3
8259      milosev                    1209
8260      milosevic-control          7
8261      milosov                    2
8262      milovan                    2
8263      milroy                     3
8264      milutin                    4
8265      milutinov                  17
8266      milwauke                   3
8267      min                        1
8268      minaret                    2
8269      minc                       1
8270      mind                       41
8271      minder                     2
8272      mindset                    1
8273      mine                       118
8274      mine-infest                1
8275      mine-remov                 1
8276      minefield                  1
8277      miner                      40
8278      minesweep                  1
8279      ming                       1
8280      mingl                      5
8281      minh                       40
8282      miniatur                   1
8283      minim                      3
8284      minimum                    15
8285      minist                     297
8286      ministri                   40
8287      minivan                    1
8288      minn                       3
8289      minneapoli                 2
8290      minner                     2
8291      minnesota                  18
8292      minnesotan                 1
8293      minor                      48
8294      mint                       1
8295      minu                       4
8296      minus-13                   2
8297      minus-7                    2
8298      minut                      112
8299      mira                       4
8300      miracl                     12
8301      miracul                    6
8302      miranda                    9
8303      mirco                      1
8304      miriam                     1
8305      mirjana                    9
8306      mirko                      2
8307      miroljub                   1
8308      miroslav                   2
8309      miroslava                  2
8310      mirror                     3
8311      misappli                   2
8312      miscalcul                  1
8313      misconduct                 1
8314      misconstru                 1
8315      miscu                      1
8316      misde                      2
8317      misdemeanor                12
8318      miser                      4
8319      miseri                     1
8320      misfir                     4
8321      misfortun                  1
8322      misguid                    1
8323      misha                      2
8324      mishandl                   7
8325      mishap                     1
8326      mishra                     1
8327      misinform                  2
8328      misl                       2
8329      mislead                    1
8330      mismanag                   3
8331      mismatch                   4
8332      misnom                     1
8333      mispronounc                1
8334      misrepres                  1
8335      misrepresent               1
8336      miss                       228
8337      missil                     66
8338      mission                    79
8339      missionari                 3
8340      mississippi                14
8341      missouri                   146
8342      missouri-columbia          1
8343      missourian                 7
8344      misspel                    1
8345      misstat                    4
8346      misstep                    2
8347      mistak                     38
8348      mistaken                   3
8349      mistreat                   6
8350      mistress                   6
8351      mistrust                   1
8352      misunderstand              5
8353      misunderstood              4
8354      misus                      2
8355      mitch                      6
8356      mitchel                    16
8357      mitic                      2
8358      mitig                      5
8359      mitra                      1
8360      mitrovica                  1
8361      mittman                    1
8362      mix                        26
8363      mixtur                     3
8364      mladic                     2
8365      mladjan                    3
8366      mo                         11
8367      moammar                    1
8368      moan                       1
8369      mob                        30
8370      mobil                      18
8371      mock                       5
8372      mockeri                    1
8373      mode                       4
8374      model                      13
8375      moder                      31
8376      modern                     24
8377      modest                     7
8378      modifi                     7
8379      mofrt                      1
8380      mogul                      5
8381      moham                      29
8382      mohammad                   1
8383      mohm                       1
8384      mohsen                     4
8385      moin                       1
8386      molass                     1
8387      mold                       1
8388      mole                       1
8389      molest                     1
8390      molotov                    1
8391      mom                        5
8392      momcilo                    1
8393      moment                     150
8394      moment-by-mo               1
8395      moments                    1
8396      momentum                   14
8397      momir                      5
8398      mommi                      1
8399      mona                       2
8400      monarch                    1
8401      monarchi                   3
8402      monasteri                  2
8403      monday                     375
8404      monetari                   13
8405      money                      170
8406      money-laund                6
8407      mong                       1
8408      monger                     1
8409      monica                     37
8410      moniqu                     1
8411      monitor                    15
8412      monopol                    1
8413      monoxid                    2
8414      monsignor                  1
8415      mont                       1
8416      montana                    11
8417      montecino                  11
8418      montelo                    1
8419      montenegrin                17
8420      montenegro                 44
8421      montesino                  248
8422      montesseno                 2
8423      montgomeri                 2
8424      month                      371
8425      monthli                    1
8426      monthlong                  1
8427      monticello                 1
8428      montonegro                 1
8429      montono                    1
8430      montoursvil                1
8431      monument                   4
8432      moo                        1
8433      mood                       23
8434      moolgd                     1
8435      moon                       1
8436      mooney                     1
8437      mooni                      1
8438      moor                       77
8439      moorin                     1
8440      moot                       1
8441      mope                       1
8442      moral                      48
8443      morali                     1
8444      morariu                    6
8445      moratorium                 6
8446      more-limit                 1
8447      moreno                     11
8448      moreov                     2
8449      moresmo                    1
8450      morgan                     1
8451      morgu                      10
8452      mori                       5
8453      morison                    3
8454      mork                       1
8455      morn                       184
8456      moroccan                   3
8457      morocco                    8
8458      moros                      1
8459      morph                      1
8460      morrano                    1
8461      morri                      2
8462      morrisvil                  2
8463      mortal                     2
8464      mortar                     4
8465      morton                     6
8466      moscow                     176
8467      mosqu                      20
8468      mosquito                   1
8469      mossad                     2
8470      most-visit                 1
8471      most-want                  7
8472      mostli                     47
8473      motahar                    1
8474      motel                      14
8475      motel-apart                1
8476      moth                       1
8477      mother                     105
8478      motherland                 1
8479      motherless                 1
8480      motion                     11
8481      motiv                      24
8482      motley                     1
8483      motor                      46
8484      motorbik                   1
8485      motorcad                   13
8486      motorcycl                  8
8487      motorist                   1
